Documento compras,Material,Texto breve,Fecha documento,Fecha Ingreso,Promedio de LT,Cantidad 
5300000735,108690001,"MOTO DINAMO SCORPIO 200CC, ROJO",2026-01-13 00:00:00,2026-01-16 00:00:00,3.00,1
5300000735,108690002,"MOTO DINAMO SCORPIO 200CC, BLANCO",2026-01-13 00:00:00,2026-01-16 00:00:00,3.00,2
5300000735,108690003,"MOTO DINAMO SCORPIO 200CC, NEGRO",2026-01-13 00:00:00,2026-01-16 00:00:00,3.00,1
5300000735,108691002,"MOTO DINAMO U5 150CC, AZUL",2026-01-13 00:00:00,2026-01-16 00:00:00,3.00,1
5300000735,109118001,"MOTO DINAMO U2 150CC, ROJO",2026-01-13 00:00:00,2026-01-16 00:00:00,3.00,1
5300000735,109118003,"MOTO DINAMO U2 150CC, PLATA",2026-01-13 00:00:00,2026-01-20 00:00:00,7.00,1
5300000735,109119002,"MOTO DINAMO METRO 125CC, VERDE",2026-01-13 00:00:00,2026-01-16 00:00:00,3.00,1
5300000735,109523003,"MOTO DINAMO SPEED FIRE SPDF 250, NARANJA",2026-01-13 00:00:00,2026-01-16 00:00:00,3.00,1
5300000736,108638001,"MOTO VELOCI RAZZER GTR 220CC, ROJO",2026-01-14 00:00:00,2026-01-21 00:00:00,7.00,24
5300000736,109585001,"MOTO VELOCI SNAKE GT TRAIL 250CC, GRIS",2026-01-14 00:00:00,2026-01-21 00:00:00,7.00,10
5300000736,109588001,"MOTO VELOCI XEVERUS EVO PRO 330CC, ROJO",2026-01-14 00:00:00,2026-01-21 00:00:00,7.00,12
5300000737,108634001,"MOTO VELOCI BOXTER RT3 200CC, NEGRO",2026-01-14 00:00:00,2026-01-24 00:00:00,10.00,6
5300000737,108639001,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",2026-01-14 00:00:00,2026-01-24 00:00:00,10.00,12
5300000737,109583001,"MOTO VELOCI DEUS EVO SPORT 150CC, GRIS",2026-01-14 00:00:00,2026-01-24 00:00:00,10.00,5
5300000737,109584001,"MOTO VELOCI RUBAK EVO TRAIL 220CC, VERDE",2026-01-14 00:00:00,2026-01-24 00:00:00,10.00,5
5300000737,109585001,"MOTO VELOCI SNAKE GT TRAIL 250CC, GRIS",2026-01-14 00:00:00,2026-01-24 00:00:00,10.00,12
5300000737,109588001,"MOTO VELOCI XEVERUS EVO PRO 330CC, ROJO",2026-01-14 00:00:00,2026-01-24 00:00:00,10.00,12
5300000738,108634001,"MOTO VELOCI BOXTER RT3 200CC, NEGRO",2026-01-14 00:00:00,2026-01-21 00:00:00,7.00,8
5300000738,109581001,"MOTO VELOCI BEAST KX4 HYPER 200CC, ROJO",2026-01-14 00:00:00,2026-01-21 00:00:00,7.00,4
5300000738,109584001,"MOTO VELOCI RUBAK EVO TRAIL 220CC, VERDE",2026-01-14 00:00:00,2026-01-21 00:00:00,7.00,3
5300000738,109586001,"MOTO VELOCI BREAKSTORM SPORT 330CC, GRIS",2026-01-14 00:00:00,2026-01-21 00:00:00,7.00,4
5300000738,109588001,"MOTO VELOCI XEVERUS EVO PRO 330CC, ROJO",2026-01-14 00:00:00,2026-01-21 00:00:00,7.00,3
5300000739,108637001,"MOTO VELOCI SYRIUS RS SPORT 20, AMARILLO",2026-01-15 00:00:00,2026-01-26 00:00:00,11.00,7
5300000739,109584001,"MOTO VELOCI RUBAK EVO TRAIL 220CC, VERDE",2026-01-15 00:00:00,2026-01-26 00:00:00,11.00,10
5300000739,109585001,"MOTO VELOCI SNAKE GT TRAIL 250CC, GRIS",2026-01-15 00:00:00,2026-01-26 00:00:00,11.00,10
5300000739,109586001,"MOTO VELOCI BREAKSTORM SPORT 330CC, GRIS",2026-01-15 00:00:00,2026-01-26 00:00:00,11.00,10
5300000739,109588001,"MOTO VELOCI XEVERUS EVO PRO 330CC, ROJO",2026-01-15 00:00:00,2026-01-26 00:00:00,11.00,9
5300000740,108813001,"MOTO BDS HAWK 200CC, NEGRO",2026-01-20 00:00:00,2026-01-30 00:00:00,10.00,22
5300000740,109040003,"MOTO BDS CASTORO 180CC, AMARILLO",2026-01-20 00:00:00,2026-01-30 00:00:00,10.00,22
5300000741,108721001,"MOTO BDS SAETA 150CC, AZUL",2026-01-21 00:00:00,2026-01-29 00:00:00,8.00,3
5300000741,108726001,"MOTO BDS STARK 250CC, ROJO",2026-01-21 00:00:00,2026-01-29 00:00:00,8.00,1
5300000741,108813001,"MOTO BDS HAWK 200CC, NEGRO",2026-01-21 00:00:00,2026-01-29 00:00:00,8.00,5
5300000741,109040003,"MOTO BDS CASTORO 180CC, AMARILLO",2026-01-21 00:00:00,2026-01-29 00:00:00,8.00,2
5300000741,109783001,"MOTO BDS RHINO 200CC, AZUL",2026-01-21 00:00:00,2026-01-29 00:00:00,8.00,4
5300000742,108668001,"MOTO CARABELA HUNTER 110CC, BLANCO",2026-01-22 00:00:00,2026-01-29 00:00:00,7.00,6
5300000742,108669001,"MOTO CARABELA HUNTER 125CC, ROJO",2026-01-22 00:00:00,2026-01-29 00:00:00,7.00,10
5300000742,108675001,"MOTO CARABELA DIRT 3 250CC, ROJO",2026-01-22 00:00:00,2026-01-29 00:00:00,7.00,7
5300000742,108808002,"MOTO CARABELA R250Z, NEGRO",2026-01-22 00:00:00,2026-01-29 00:00:00,7.00,15
5300000742,109591001,"MOTO CARABELA DAKOTA ADV 320CC, AMARILLO",2026-01-22 00:00:00,2026-01-29 00:00:00,7.00,7
5300000743,108674001,"MOTO ISLO MUTANT 250CC, ROJO",2026-01-22 00:00:00,2026-01-31 00:00:00,9.00,10
5300000743,108675001,"MOTO CARABELA DIRT 3 250CC, ROJO",2026-01-22 00:00:00,2026-01-31 00:00:00,9.00,10
5300000743,108808001,"MOTO CARABELA R250Z, ROJO",2026-01-22 00:00:00,2026-01-31 00:00:00,9.00,5
5300000743,108808002,"MOTO CARABELA R250Z, NEGRO",2026-01-22 00:00:00,2026-01-31 00:00:00,9.00,1
5300000743,108812001,"MOTO CARABELA ROUTE R SONORA 20, NARANJA",2026-01-22 00:00:00,2026-01-31 00:00:00,9.00,7
5300000743,109571001,"MOTO CARABELA KRONOS 200CC, TITANIO",2026-01-22 00:00:00,2026-01-31 00:00:00,9.00,7
5300000743,109591001,"MOTO CARABELA DAKOTA ADV 320CC, AMARILLO",2026-01-22 00:00:00,2026-01-31 00:00:00,9.00,5
5300000744,109040001,"MOTO BDS CASTORO 180CC, AZUL",2026-01-22 00:00:00,2026-02-09 00:00:00,18.00,22
5300000744,109040003,"MOTO BDS CASTORO 180CC, AMARILLO",2026-01-22 00:00:00,2026-02-09 00:00:00,18.00,22
5300000745,109040001,"MOTO BDS CASTORO 180CC, AZUL",2026-01-22 00:00:00,2026-02-09 00:00:00,18.00,22
5300000745,109040003,"MOTO BDS CASTORO 180CC, AMARILLO",2026-01-22 00:00:00,2026-02-09 00:00:00,18.00,22
5300000746,109040003,"MOTO BDS CASTORO 180CC, AMARILLO",2026-01-22 00:00:00,2026-02-10 00:00:00,19.00,44
5300000747,108637001,"MOTO VELOCI SYRIUS RS SPORT 20, AMARILLO",2026-01-23 00:00:00,2026-02-14 00:00:00,22.00,9
5300000747,109584001,"MOTO VELOCI RUBAK EVO TRAIL 220CC, VERDE",2026-01-23 00:00:00,2026-02-14 00:00:00,22.00,8
5300000747,109585001,"MOTO VELOCI SNAKE GT TRAIL 250CC, GRIS",2026-01-23 00:00:00,2026-02-14 00:00:00,22.00,8
5300000747,109586001,"MOTO VELOCI BREAKSTORM SPORT 330CC, GRIS",2026-01-23 00:00:00,2026-02-14 00:00:00,22.00,4
5300000747,109587001,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",2026-01-23 00:00:00,2026-02-14 00:00:00,22.00,4
5300000747,109588001,"MOTO VELOCI XEVERUS EVO PRO 330CC, ROJO",2026-01-23 00:00:00,2026-02-14 00:00:00,22.00,8
5300000747,109588002,"MOTO VELOCI XEVERUS EVO PRO 330CC, GRIS",2026-01-23 00:00:00,2026-02-14 00:00:00,22.00,10
5300000748,108638001,"MOTO VELOCI RAZZER GTR 220CC, ROJO",2026-01-23 00:00:00,2026-02-04 00:00:00,12.00,15
5300000748,109584001,"MOTO VELOCI RUBAK EVO TRAIL 220CC, VERDE",2026-01-23 00:00:00,2026-02-04 00:00:00,12.00,7
5300000748,109585001,"MOTO VELOCI SNAKE GT TRAIL 250CC, GRIS",2026-01-23 00:00:00,2026-02-04 00:00:00,12.00,20
5300000748,109586001,"MOTO VELOCI BREAKSTORM SPORT 330CC, GRIS",2026-01-23 00:00:00,2026-02-04 00:00:00,12.00,3
5300000748,109588001,"MOTO VELOCI XEVERUS EVO PRO 330CC, ROJO",2026-01-23 00:00:00,2026-02-04 00:00:00,12.00,3
5300000749,108662001,"MOTO ISLO FREEDOM 150CC, TITANIO",2026-01-23 00:00:00,2026-01-29 00:00:00,6.00,5
5300000749,108668001,"MOTO CARABELA HUNTER 110CC, BLANCO",2026-01-23 00:00:00,2026-01-29 00:00:00,6.00,10
5300000749,108674001,"MOTO ISLO MUTANT 250CC, ROJO",2026-01-23 00:00:00,2026-01-29 00:00:00,6.00,7
5300000749,108812001,"MOTO CARABELA ROUTE R SONORA 20, NARANJA",2026-01-23 00:00:00,2026-01-29 00:00:00,6.00,5
5300000749,109571001,"MOTO CARABELA KRONOS 200CC, TITANIO",2026-01-23 00:00:00,2026-01-29 00:00:00,6.00,5
5300000749,109591001,"MOTO CARABELA DAKOTA ADV 320CC, AMARILLO",2026-01-23 00:00:00,2026-01-29 00:00:00,6.00,5
5300000749,109764001,"MOTO CARABELA INDY 250CC, NEGRO",2026-01-23 00:00:00,2026-01-29 00:00:00,6.00,8
5300000750,108635002,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",2026-01-23 00:00:00,2026-02-09 00:00:00,17.00,14
5300000750,108638001,"MOTO VELOCI RAZZER GTR 220CC, ROJO",2026-01-23 00:00:00,2026-02-09 00:00:00,17.00,10
5300000750,108957002,"MOTOCARRO VELOCI COVALT 300CC, BLANCO",2026-01-23 00:00:00,2026-02-09 00:00:00,17.00,1
5300000750,109581001,"MOTO VELOCI BEAST KX4 HYPER 200CC, ROJO",2026-01-23 00:00:00,2026-02-09 00:00:00,17.00,2
5300000750,109585001,"MOTO VELOCI SNAKE GT TRAIL 250CC, GRIS",2026-01-23 00:00:00,2026-02-09 00:00:00,17.00,2
5300000750,109587001,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",2026-01-23 00:00:00,2026-02-09 00:00:00,17.00,6
5300000750,109588002,"MOTO VELOCI XEVERUS EVO PRO 330CC, GRIS",2026-01-23 00:00:00,2026-02-09 00:00:00,17.00,6
5300000751,108652001,"MOTO DINAMO ADVENTURE ELITE 150CC, ROJO",2026-01-23 00:00:00,2026-01-23 00:00:00,0.00,4
5300000751,108652002,"MOTO DINAMO ADVENTURE ELITE 150C, BLANCO",2026-01-23 00:00:00,2026-01-24 00:00:00,2.00,3
5300000751,108690001,"MOTO DINAMO SCORPIO 200CC, ROJO",2026-01-23 00:00:00,2026-01-23 00:00:00,0.00,1
5300000751,109119001,"MOTO DINAMO METRO 125CC, ROJO",2026-01-23 00:00:00,2026-01-23 00:00:00,0.00,1
5300000751,109137001,"MOTO DINAMO ALIEN-R 175 CC, ROJO",2026-01-23 00:00:00,2026-01-23 00:00:00,0.00,1
5300000751,109137002,"MOTO DINAMO ALIEN-R 175 CC, BLANCO",2026-01-23 00:00:00,2026-01-23 00:00:00,0.00,1
5300000751,109523003,"MOTO DINAMO SPEED FIRE SPDF 250, NARANJA",2026-01-23 00:00:00,2026-01-23 00:00:00,0.00,1
5300000752,108637001,"MOTO VELOCI SYRIUS RS SPORT 20, AMARILLO",2026-01-26 00:00:00,2026-01-30 00:00:00,4.00,8
5300000752,109582001,"MOTO VELOCI ATRIO  EVO SPORT 200CC, ROJO",2026-01-26 00:00:00,2026-01-30 00:00:00,4.00,8
5300000752,109583001,"MOTO VELOCI DEUS EVO SPORT 150CC, GRIS",2026-01-26 00:00:00,2026-01-30 00:00:00,4.00,10
5300000752,109584001,"MOTO VELOCI RUBAK EVO TRAIL 220CC, VERDE",2026-01-26 00:00:00,2026-01-30 00:00:00,4.00,10
5300000752,109585001,"MOTO VELOCI SNAKE GT TRAIL 250CC, GRIS",2026-01-26 00:00:00,2026-01-30 00:00:00,4.00,8
5300000752,109586001,"MOTO VELOCI BREAKSTORM SPORT 330CC, GRIS",2026-01-26 00:00:00,2026-01-30 00:00:00,4.00,4
5300000752,109588001,"MOTO VELOCI XEVERUS EVO PRO 330CC, ROJO",2026-01-26 00:00:00,2026-01-30 00:00:00,4.00,8
5300000753,108652002,"MOTO DINAMO ADVENTURE ELITE 150C, BLANCO",2026-01-29 00:00:00,2026-01-30 00:00:00,1.00,2
5300000753,108690003,"MOTO DINAMO SCORPIO 200CC, NEGRO",2026-01-29 00:00:00,2026-01-30 00:00:00,1.00,1
5300000753,108691002,"MOTO DINAMO U5 150CC, AZUL",2026-01-29 00:00:00,2026-01-29 00:00:00,0.00,1
5300000753,109118001,"MOTO DINAMO U2 150CC, ROJO",2026-01-29 00:00:00,2026-01-29 00:00:00,0.50,2
5300000753,109118003,"MOTO DINAMO U2 150CC, PLATA",2026-01-29 00:00:00,2026-01-29 00:00:00,0.00,1
5300000754,108652001,"MOTO DINAMO ADVENTURE ELITE 150CC, ROJO",2026-02-02 00:00:00,2026-02-03 00:00:00,3.33,6
5300000754,108652002,"MOTO DINAMO ADVENTURE ELITE 150C, BLANCO",2026-02-02 00:00:00,2026-02-03 00:00:00,2.50,2
5300000754,108655002,"MOTO DINAMO CUSTOM 150CC, AZUL",2026-02-02 00:00:00,2026-02-06 00:00:00,4.00,1
5300000754,108655003,"MOTO DINAMO CUSTOM 150CC, NEGRO",2026-02-02 00:00:00,2026-02-06 00:00:00,4.00,1
5300000754,108690002,"MOTO DINAMO SCORPIO 200CC, BLANCO",2026-02-02 00:00:00,2026-02-09 00:00:00,7.00,1
5300000754,108690003,"MOTO DINAMO SCORPIO 200CC, NEGRO",2026-02-02 00:00:00,2026-02-03 00:00:00,1.00,1
5300000754,109118001,"MOTO DINAMO U2 150CC, ROJO",2026-02-02 00:00:00,2026-02-04 00:00:00,2.00,1
5300000754,109118003,"MOTO DINAMO U2 150CC, PLATA",2026-02-02 00:00:00,2026-02-03 00:00:00,2.50,2
5300000754,109137001,"MOTO DINAMO ALIEN-R 175 CC, ROJO",2026-02-02 00:00:00,2026-02-09 00:00:00,7.00,1
5300000754,109137002,"MOTO DINAMO ALIEN-R 175 CC, BLANCO",2026-02-02 00:00:00,2026-02-09 00:00:00,7.00,1
5300000754,109137004,"MOTO DINAMO ALIEN-R 175 CC, VERDE",2026-02-02 00:00:00,2026-02-09 00:00:00,7.00,1
5300000754,109523002,"MOTO DINAMO SPEED FIRE SPDF 250CC, AZUL",2026-02-02 00:00:00,2026-02-05 00:00:00,3.00,1
5300000755,108726002,"MOTO BDS STARK 250CC, GRIS",2026-02-03 00:00:00,2026-02-16 00:00:00,13.00,6
5300000755,108813001,"MOTO BDS HAWK 200CC, NEGRO",2026-02-03 00:00:00,2026-02-16 00:00:00,13.00,11
5300000755,109233003,"MOTO BDS MAGMA 150CC, AZUL",2026-02-03 00:00:00,2026-02-16 00:00:00,13.00,5
5300000755,109638001,"MOTO BDS HAWK 250CC, AZUL",2026-02-03 00:00:00,2026-02-16 00:00:00,13.00,11
5300000755,109870001,"MOTO BDS THUNDER 190CC, NEGRO",2026-02-03 00:00:00,2026-02-16 00:00:00,13.00,11
5300000756,109040003,"MOTO BDS CASTORO 180CC, AMARILLO",2026-02-03 00:00:00,2026-02-19 00:00:00,16.00,14
5300000756,109233001,"MOTO BDS MAGMA 150CC, ROJO",2026-02-03 00:00:00,2026-02-19 00:00:00,16.00,10
5300000756,109233002,"MOTO BDS MAGMA 150CC, NEGRO",2026-02-03 00:00:00,2026-02-19 00:00:00,16.00,10
5300000756,109638001,"MOTO BDS HAWK 250CC, AZUL",2026-02-03 00:00:00,2026-02-19 00:00:00,16.00,10
5300000757,108726002,"MOTO BDS STARK 250CC, GRIS",2026-02-03 00:00:00,2026-02-24 00:00:00,21.00,6
5300000757,109040001,"MOTO BDS CASTORO 180CC, AZUL",2026-02-03 00:00:00,2026-02-24 00:00:00,21.00,15
5300000757,109233001,"MOTO BDS MAGMA 150CC, ROJO",2026-02-03 00:00:00,2026-02-24 00:00:00,21.00,5
5300000757,109233003,"MOTO BDS MAGMA 150CC, AZUL",2026-02-03 00:00:00,2026-02-24 00:00:00,21.00,5
5300000757,109233004,"MOTO BDS MAGMA 150CC, GRIS",2026-02-03 00:00:00,2026-02-24 00:00:00,21.00,2
5300000757,109870001,"MOTO BDS THUNDER 190CC, NEGRO",2026-02-03 00:00:00,2026-02-24 00:00:00,21.00,11
5300000758,108813001,"MOTO BDS HAWK 200CC, NEGRO",2026-02-03 00:00:00,2026-02-19 00:00:00,16.00,12
5300000758,109040001,"MOTO BDS CASTORO 180CC, AZUL",2026-02-03 00:00:00,2026-02-19 00:00:00,16.00,11
5300000758,109638001,"MOTO BDS HAWK 250CC, AZUL",2026-02-03 00:00:00,2026-02-19 00:00:00,16.00,11
5300000758,109870001,"MOTO BDS THUNDER 190CC, NEGRO",2026-02-03 00:00:00,2026-02-19 00:00:00,16.00,10
5300000759,108726001,"MOTO BDS STARK 250CC, ROJO",2026-02-03 00:00:00,2026-02-23 00:00:00,20.00,11
5300000759,108813001,"MOTO BDS HAWK 200CC, NEGRO",2026-02-03 00:00:00,2026-02-23 00:00:00,20.00,11
5300000759,109031001,"MOTO BDS HAWK GT 250CC, AZUL",2026-02-03 00:00:00,2026-02-23 00:00:00,20.00,2
5300000759,109040003,"MOTO BDS CASTORO 180CC, AMARILLO",2026-02-03 00:00:00,2026-02-23 00:00:00,20.00,10
5300000759,109638001,"MOTO BDS HAWK 250CC, AZUL",2026-02-03 00:00:00,2026-02-23 00:00:00,20.00,10
